,action,value
2021-06-24,DIVIDEND,0.63
2021-03-25,DIVIDEND,0.58
2020-12-21,DIVIDEND,0.58
2020-09-24,DIVIDEND,0.58
2020-06-25,DIVIDEND,0.58
2020-03-26,DIVIDEND,0.54
2019-12-26,DIVIDEND,0.54
2019-09-26,DIVIDEND,0.54
2019-07-05,DIVIDEND,0.54
2019-03-21,DIVIDEND,0.5
2018-12-27,DIVIDEND,0.5
2018-09-27,DIVIDEND,0.5
2018-07-05,DIVIDEND,0.5
2018-03-22,DIVIDEND,0.46
2017-12-28,DIVIDEND,0.46
2017-09-28,DIVIDEND,0.46
2017-07-05,DIVIDEND,0.46
2017-03-22,DIVIDEND,0.43
2016-12-21,DIVIDEND,0.43
2016-09-27,DIVIDEND,0.43
