,action,value
2021-07-01,DIVIDEND,0.25
2021-04-20,DIVIDEND,0.25
2021-01-28,DIVIDEND,0.25
2020-10-15,DIVIDEND,0.25
2020-07-09,DIVIDEND,0.125
2020-04-20,DIVIDEND,0.125
2020-01-23,DIVIDEND,0.125
2019-10-17,DIVIDEND,0.04
2019-07-10,DIVIDEND,0.04
2019-04-23,DIVIDEND,0.04
2019-01-24,DIVIDEND,0.04
2018-10-18,DIVIDEND,0.04
2018-07-11,DIVIDEND,0.04
2018-04-24,DIVIDEND,0.04
2018-01-25,DIVIDEND,0.04
2017-11-09,SPLIT,0.983284169124877
2017-10-18,DIVIDEND,0.039216
2017-07-11,DIVIDEND,0.039216
2017-04-28,DIVIDEND,0.039216
2017-01-25,DIVIDEND,0.039216
2016-10-03,DIVIDEND,0.039216
