,action,value
2021-05-14,DIVIDEND,0.9
2021-02-18,DIVIDEND,0.9
2020-11-13,DIVIDEND,0.9
2020-08-14,DIVIDEND,0.9
2020-05-15,DIVIDEND,0.85
2020-02-20,DIVIDEND,0.85
2019-11-15,DIVIDEND,0.85
2019-08-14,DIVIDEND,0.75
2019-05-14,DIVIDEND,0.75
2019-02-14,DIVIDEND,0.75
2018-11-15,DIVIDEND,0.75
2018-08-14,DIVIDEND,0.75
2018-05-14,DIVIDEND,0.75
2018-02-14,DIVIDEND,0.59
2017-11-14,DIVIDEND,0.59
2017-08-11,DIVIDEND,0.59
2017-05-11,DIVIDEND,0.54
2017-02-13,DIVIDEND,0.54
2016-11-10,DIVIDEND,0.54
