,action,value
2021-08-12,DIVIDEND,0.235
2021-05-27,DIVIDEND,0.235
2021-01-07,DIVIDEND,0.14
2020-10-08,DIVIDEND,0.14
2020-07-09,DIVIDEND,0.135
2020-04-09,DIVIDEND,0.135
2020-01-09,DIVIDEND,0.135
2019-10-10,DIVIDEND,0.135
2019-07-11,DIVIDEND,0.12
2019-04-11,DIVIDEND,0.12
2019-01-10,DIVIDEND,0.12
2018-10-11,DIVIDEND,0.12
2018-07-12,DIVIDEND,0.105
2018-04-12,DIVIDEND,0.105
2018-01-11,DIVIDEND,0.105
2017-10-12,DIVIDEND,0.105
2017-07-12,DIVIDEND,0.1
2017-04-12,DIVIDEND,0.1
2017-01-11,DIVIDEND,0.1
2016-10-12,DIVIDEND,0.1
