,action,value
2021-08-12,DIVIDEND,0.32
2021-05-13,DIVIDEND,0.32
2021-02-11,DIVIDEND,0.32
2020-11-12,DIVIDEND,0.32
2020-08-13,DIVIDEND,0.3
2020-05-13,DIVIDEND,0.3
2020-02-13,DIVIDEND,0.3
2019-11-14,DIVIDEND,0.3
2019-08-15,DIVIDEND,0.25
2019-05-16,DIVIDEND,0.25
2019-02-14,DIVIDEND,0.25
2018-11-15,DIVIDEND,0.25
2018-08-16,DIVIDEND,0.21
2018-05-17,DIVIDEND,0.21
2018-02-15,DIVIDEND,0.21
2017-11-16,DIVIDEND,0.195
2017-08-16,DIVIDEND,0.165
2017-05-17,DIVIDEND,0.165
2017-02-15,DIVIDEND,0.165
2016-11-16,DIVIDEND,0.165
