,action,value
2021-06-21,DIVIDEND,1.06
2021-03-15,DIVIDEND,1.06
2020-12-31,DIVIDEND,1.06
2020-09-21,DIVIDEND,1.06
2020-06-19,DIVIDEND,1.05
2020-03-13,DIVIDEND,1.05
2019-12-31,DIVIDEND,1.05
2019-09-20,DIVIDEND,1.05
2019-06-20,DIVIDEND,1.02
2019-03-13,DIVIDEND,1.02
2018-12-31,DIVIDEND,1.02
2018-09-20,DIVIDEND,1.02
2018-06-21,DIVIDEND,1.0
2018-03-13,DIVIDEND,1.0
2017-12-29,DIVIDEND,1.0
2017-09-21,DIVIDEND,1.0
2017-06-20,DIVIDEND,0.98
2017-03-10,DIVIDEND,0.98
2016-12-29,DIVIDEND,0.98
2016-09-20,DIVIDEND,0.98
