,action,value
2021-07-14,DIVIDEND,0.32
2021-04-07,DIVIDEND,0.32
2021-01-06,DIVIDEND,0.24
2020-10-07,DIVIDEND,0.24
2020-07-14,DIVIDEND,0.24
2020-04-08,DIVIDEND,0.24
2020-01-08,DIVIDEND,0.24
2019-10-09,DIVIDEND,0.24
2019-07-16,DIVIDEND,0.24
2019-04-10,DIVIDEND,0.24
2019-01-15,DIVIDEND,0.19
2018-10-15,DIVIDEND,0.19
2018-07-16,DIVIDEND,0.19
2018-04-16,DIVIDEND,0.19
2018-01-09,DIVIDEND,0.19
2017-10-10,DIVIDEND,0.19
2017-07-17,DIVIDEND,0.19
2017-04-10,DIVIDEND,0.19
2017-01-03,DIVIDEND,0.15
2016-10-07,DIVIDEND,0.15
