,action,value
2021-09-02,DIVIDEND,0.815
2021-06-03,DIVIDEND,0.815
2021-03-04,DIVIDEND,0.815
2020-12-03,DIVIDEND,0.79
2020-09-03,DIVIDEND,0.79
2020-06-04,DIVIDEND,0.79
2020-03-05,DIVIDEND,0.79
2019-12-05,DIVIDEND,0.763
2019-09-05,DIVIDEND,0.763
2019-06-06,DIVIDEND,0.763
2019-03-07,DIVIDEND,0.763
2018-12-06,DIVIDEND,0.72
2018-09-06,DIVIDEND,0.72
2018-06-07,DIVIDEND,0.72
2018-03-08,DIVIDEND,0.72
2017-12-07,DIVIDEND,0.675
2017-09-07,DIVIDEND,0.675
2017-06-07,DIVIDEND,0.675
2017-03-08,DIVIDEND,0.675
2016-12-07,DIVIDEND,0.658
2016-09-07,DIVIDEND,0.658
