,action,value
2021-08-06,DIVIDEND,0.3
2021-05-07,DIVIDEND,0.3
2021-02-19,DIVIDEND,0.3
2020-11-10,DIVIDEND,0.37
2020-08-13,DIVIDEND,0.37
2020-05-07,DIVIDEND,0.37
2020-02-14,DIVIDEND,0.37
2019-11-01,DIVIDEND,0.37
2019-08-02,DIVIDEND,0.37
2019-05-03,DIVIDEND,0.37
2019-02-15,DIVIDEND,0.37
2018-11-02,DIVIDEND,0.37
2018-08-03,DIVIDEND,0.37
2018-05-04,DIVIDEND,0.37
2018-02-14,DIVIDEND,0.37
2017-11-03,DIVIDEND,0.37
2017-08-03,DIVIDEND,0.37
2017-05-04,DIVIDEND,0.37
2017-02-13,DIVIDEND,0.37
2016-11-08,DIVIDEND,0.37
2016-11-01,SPLIT,0.9107468123861566
