,action,value
2021-07-06,DIVIDEND,0.62
2021-04-06,DIVIDEND,0.62
2021-01-19,DIVIDEND,0.56
2020-10-05,DIVIDEND,0.56
2020-07-07,DIVIDEND,0.56
2020-04-06,DIVIDEND,0.56
2020-01-13,DIVIDEND,0.53
2019-10-03,DIVIDEND,0.53
2019-07-05,DIVIDEND,0.53
2019-04-05,DIVIDEND,0.53
2019-01-14,DIVIDEND,0.53
2019-01-11,DIVIDEND,0.53
2018-10-04,DIVIDEND,0.5
2018-07-06,DIVIDEND,0.5
2018-04-03,DIVIDEND,0.5
2018-01-08,DIVIDEND,0.45
2017-10-02,DIVIDEND,0.45
2017-07-06,DIVIDEND,0.45
2017-04-03,DIVIDEND,0.45
2017-01-06,DIVIDEND,0.45
2016-09-30,DIVIDEND,0.4
