,action,value
2021-08-26,DIVIDEND,0.385
2021-06-01,DIVIDEND,0.385
2021-02-25,DIVIDEND,0.385
2020-11-25,DIVIDEND,0.35
2020-10-27,SPLIT,0.25
2020-08-27,DIVIDEND,0.35
2020-06-01,DIVIDEND,0.35
2020-02-27,DIVIDEND,0.35
2019-11-27,DIVIDEND,0.3125
2019-08-28,DIVIDEND,0.3125
2019-05-31,DIVIDEND,0.3125
2019-02-27,DIVIDEND,0.3125
2018-11-29,DIVIDEND,0.2775
2018-08-29,DIVIDEND,0.2775
2018-06-04,DIVIDEND,0.2775
2018-02-26,DIVIDEND,0.2775
2017-11-22,DIVIDEND,0.245625
2017-08-23,DIVIDEND,0.245625
2017-05-25,DIVIDEND,0.245625
2017-02-24,DIVIDEND,0.245625
2016-11-23,DIVIDEND,0.87
2016-11-22,DIVIDEND,0.2175
